Company Name,Symbol,Country,Sector,Industry
Nuveen New York Municipal Value Fund,NNY,United States,Finance,Investment Managers
Nelnet Inc.,NNI,United States,Finance,Finance: Consumer Services
Nuveen Municipal High Income Opportunity Fund $0.01 par value per share,NMZ,United States,Finance,Finance/Investors Services
Nuveen Massachusetts Quality Municipal Income Fund,NMT,United States,Finance,Finance/Investors Services
Newmark Group Inc. Class A,NMRK,United States,Finance,Real Estate
NMI Holdings Inc. Class A,NMIH,United States,Finance,Property-Casualty Insurers
Nuveen Municipal Income Fund Inc.,NMI,United States,Finance,Trusts Except Educational Religious and Charitable
New Mountain Finance Corporation,NMFC,United States,Finance,Finance/Investors Services
Nuveen Municipal Credit Opportunities Fund Common Shares,NMCO,,Finance,Finance/Investors Services
Nuveen California AMT-Free Quality Municipal Income Fund,NKX,United States,Finance,Finance/Investors Services
National Bankshares Inc.,NKSH,United States,Finance,Major Banks
Nuveen Select Maturities Municipal Fund,NIM,United States,Finance,Trusts Except Educational Religious and Charitable
Nicholas Financial Inc.,NICK,United States,Finance,Finance Companies
Nicolet Bankshares Inc.,NIC,United States,Finance,Major Banks
Neuberger Berman High Yield Strategies Fund,NHS,United States,Finance,Trusts Except Educational Religious and Charitable
Enphys Acquisition Corp. Class A Ordinary Shares,NFYS,,Finance,Blank Checks
Infinite Acquisition Corp. Class A Ordinary Shares,NFNT,,Finance,Blank Checks
Virtus Dividend Interest & Premium Strategy Fund Common Shares of Beneficial Interest,NFJ,United States,Finance,Finance: Consumer Services
Northfield Bancorp Inc. (Delaware),NFBK,United States,Finance,Major Banks
NewtekOne Inc. 5.75% Notes due 2024,NEWTL,United States,Finance,Major Banks
NewtekOne Inc.,NEWT,United States,Finance,Finance/Investors Services
New England Realty Associates Limited Partnership Class A Depositary Receipts Evidencing Units of Limited Partnership,NEN,United States,Finance,Real Estate
NorthEast Community Bancorp Inc.,NECB,United States,Finance,Savings Institutions
Nuveen AMT-Free Quality Municipal Income Fund Common Shares of Beneficial Interest Par Value $.01,NEA,United States,Finance,Finance/Investors Services
Nasdaq Inc.,NDAQ,United States,Finance,Investment Bankers/Brokers/Service
Virtus Convertible & Income Fund II Common Shares of Beneficial Interest,NCZ,United States,Finance,Finance Companies
Virtus Convertible & Income Fund Common Shares of Beneficial Interest,NCV,United States,Finance,Finance Companies
Netcapital Inc.,NCPL,United States,Finance,Investment Managers
Newcourt Acquisition Corp Class A Ordinary Share,NCAC,United States,Finance,Blank Checks
Nuveen California Municipal Value Fund,NCA,United States,Finance,Investment Managers
Neuberger Berman California Municipal Fund Inc,NBW,United States,Finance,Finance/Investors Services
NBT Bancorp Inc.,NBTB,United States,Finance,Major Banks
Newbury Street Acquisition Corporation Units,NBSTU,United States,Finance,Blank Checks
Newbury Street Acquisition Corporation,NBST,United States,Finance,Blank Checks
Neuberger Berman New York Municipal Fund Inc.,NBO,United States,Finance,Finance/Investors Services
Northeast Bank,NBN,United States,Finance,Major Banks
National Bank Holdings Corporation,NBHC,United States,Finance,Major Banks
Neuberger Berman Municipal Fund Inc.,NBH,United States,Finance,Finance/Investors Services
Nuveen Arizona Quality Municipal Income Fund,NAZ,United States,Finance,Finance/Investors Services
Navient Corporation,NAVI,United States,Finance,Finance: Consumer Services
Nuveen New York Quality Municipal Income Fund,NAN,United States,Finance,Investment Managers
Nuveen Quality Municipal Income Fund,NAD,United States,Finance,Investment Managers
Nuveen California Quality Municipal Income Fund,NAC,United States,Finance,Investment Managers
Blackrock MuniYield New York Quality Fund Inc.Common Stock,MYN,United States,Finance,Finance Companies
Blackrock MuniYield Quality Fund III Inc,MYI,United States,Finance,Investment Bankers/Brokers/Service
